        0	2022-08-01 09:34:13	1	201	1	0
        8	2022-08-01 09:34:14	1	255	1	0
        8	2022-08-01 09:34:15	1	255	1	0
       72	2022-08-01 09:40:39	1	255	1	0
       57	2022-08-01 12:43:08	1	255	1	0
        5	2022-08-01 13:21:59	1	255	1	0
       23	2022-08-01 13:44:22	1	255	1	0
       72	2022-08-01 14:19:32	1	255	1	0
       40	2022-08-01 14:42:55	1	255	1	0
       23	2022-08-01 15:32:39	1	255	1	0
       57	2022-08-01 19:15:23	1	255	1	0
       80	2022-08-01 19:32:20	1	255	1	0
       83	2022-08-01 19:37:17	1	255	1	0
       47	2022-08-01 19:44:37	1	255	1	0
       76	2022-08-01 19:45:01	1	255	1	0
       82	2022-08-01 19:49:32	1	255	1	0
       40	2022-08-01 19:51:50	1	255	1	0
       84	2022-08-01 20:16:30	1	255	1	0
       81	2022-08-01 20:28:47	1	255	1	0
       11	2022-08-01 20:50:00	1	255	1	0
       67	2022-08-01 21:43:13	1	255	1	0
       54	2022-08-01 21:46:29	1	255	1	0
       24	2022-08-01 21:46:55	1	255	1	0
       76	2022-08-01 21:50:44	1	255	1	0
       38	2022-08-01 21:53:35	1	255	1	0
       45	2022-08-01 22:18:27	1	255	1	0
       84	2022-08-01 22:23:30	1	255	1	0
       78	2022-08-02 00:08:21	1	255	1	0
       54	2022-08-02 00:15:55	1	255	1	0
       84	2022-08-02 01:14:43	1	255	1	0
       47	2022-08-02 01:15:40	1	255	1	0
       78	2022-08-02 02:12:01	1	255	1	0
       45	2022-08-02 02:32:01	1	255	1	0
       76	2022-08-02 02:47:24	1	255	1	0
       11	2022-08-02 03:27:20	1	255	1	0
       38	2022-08-02 03:32:14	1	255	1	0
       84	2022-08-02 03:34:12	1	255	1	0
       54	2022-08-02 03:35:43	1	255	1	0
       54	2022-08-02 05:16:25	1	255	1	0
       82	2022-08-02 05:37:54	1	255	1	0
       67	2022-08-02 05:54:44	1	255	1	0
       72	2022-08-02 09:17:51	1	255	1	0
        2	2022-08-02 13:14:44	1	255	1	0
       72	2022-08-02 13:44:28	1	255	1	0
        2	2022-08-02 13:49:55	1	255	1	0
        2	2022-08-02 13:52:53	1	255	1	0
        2	2022-08-02 14:10:20	1	255	1	0
       23	2022-08-02 14:39:30	1	255	1	0
        5	2022-08-02 14:45:41	1	255	1	0
       23	2022-08-02 14:55:22	1	255	1	0
        5	2022-08-02 14:55:28	1	255	1	0
        2	2022-08-02 15:06:24	1	255	1	0
        2	2022-08-02 16:08:48	1	255	1	0
        0	2022-08-02 17:30:23	1	201	1	0
        0	2022-08-02 17:30:24	1	201	1	0
       19	2022-08-02 17:30:26	1	255	1	0
        0	2022-08-02 18:13:47	1	201	1	0
        5	2022-08-02 18:13:49	1	255	1	0
       23	2022-08-02 18:30:28	1	255	1	0
       23	2022-08-02 18:48:18	1	255	1	0
       83	2022-08-02 19:35:36	1	255	1	0
       47	2022-08-02 19:47:20	1	255	1	0
       82	2022-08-02 20:07:42	1	255	1	0
       84	2022-08-02 20:15:12	1	255	1	0
       81	2022-08-02 20:18:12	1	255	1	0
       80	2022-08-02 20:27:43	1	255	1	0
       84	2022-08-02 20:31:44	1	255	1	0
       48	2022-08-02 20:48:17	1	255	1	0
       11	2022-08-02 21:23:10	1	255	1	0
       77	2022-08-02 21:36:51	1	255	1	0
       67	2022-08-02 21:50:07	1	255	1	0
       78	2022-08-02 21:52:33	1	255	1	0
       45	2022-08-02 22:33:02	1	255	1	0
       83	2022-08-02 22:35:09	1	255	1	0
       84	2022-08-02 22:39:03	1	255	1	0
        0	2022-08-02 22:58:04	1	201	1	0
       81	2022-08-02 22:58:06	1	255	1	0
       80	2022-08-03 00:13:09	1	255	1	0
       54	2022-08-03 00:15:29	1	255	1	0
       45	2022-08-03 00:18:06	1	255	1	0
       47	2022-08-03 01:07:59	1	255	1	0
       84	2022-08-03 01:50:22	1	255	1	0
        0	2022-08-03 02:07:38	1	201	1	0
       84	2022-08-03 02:07:41	1	255	1	0
        0	2022-08-03 02:56:40	1	201	1	0
       48	2022-08-03 02:56:43	1	255	1	0
       78	2022-08-03 03:01:09	1	255	1	0
       78	2022-08-03 03:01:10	1	255	1	0
       67	2022-08-03 03:15:24	1	255	1	0
       54	2022-08-03 03:23:14	1	255	1	0
       48	2022-08-03 03:31:09	1	255	1	0
       38	2022-08-03 04:07:31	1	255	1	0
       11	2022-08-03 04:24:22	1	255	1	0
       54	2022-08-03 05:17:26	1	255	1	0
       35	2022-08-03 05:45:43	1	255	1	0
       67	2022-08-03 05:50:25	1	255	1	0
       45	2022-08-03 06:57:39	1	255	1	0
       35	2022-08-03 12:24:08	1	255	1	0
        5	2022-08-03 13:44:14	1	255	1	0
       23	2022-08-03 14:01:38	1	255	1	0
        0	2022-08-03 15:27:48	1	201	1	0
        5	2022-08-03 15:27:51	1	255	1	0
       23	2022-08-03 16:15:51	1	255	1	0
       81	2022-08-03 18:51:18	1	255	1	0
       82	2022-08-03 18:51:55	1	255	1	0
       83	2022-08-03 19:38:19	1	255	1	0
       47	2022-08-03 19:52:18	1	255	1	0
       80	2022-08-03 20:02:28	1	255	1	0
       76	2022-08-03 20:04:24	1	255	1	0
       83	2022-08-03 20:26:51	1	255	1	0
       11	2022-08-03 20:32:44	1	255	1	0
       76	2022-08-03 20:42:03	1	255	1	0
       48	2022-08-03 21:17:35	1	255	1	0
       77	2022-08-03 21:18:51	1	255	1	0
       54	2022-08-03 21:43:19	1	255	1	0
        0	2022-08-03 21:45:48	1	201	1	0
       24	2022-08-03 21:45:51	1	255	1	0
        0	2022-08-03 21:48:56	1	201	1	0
        0	2022-08-03 21:48:58	1	201	1	0
       78	2022-08-03 21:49:03	1	255	1	0
       38	2022-08-03 21:52:41	1	255	1	0
       45	2022-08-03 22:35:08	1	255	1	0
       84	2022-08-03 23:20:14	1	255	1	0
       54	2022-08-04 00:09:29	1	255	1	0
       47	2022-08-04 00:56:58	1	255	1	0
       77	2022-08-04 03:19:27	1	255	1	0
